objectid,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,geometry,time_rjz01,distance_rjz01,time_rvvkc,distance_rvvkc,time_rvv09,distance_rvv09,time_rn707,distance_rn707,time_rwf03,distance_rwf03,time_rpa02,distance_rpa02,time_rj122,distance_rj122,time_rvv01,distance_rvv01,time_rwftw,distance_rwftw
23707,E01024352,Maidstone 004A,Maidstone 004A,221957.7694,2773.172164,"POLYGON ((576270.5836501379 156564.0506714867, 576369.4580990638 156499.0772854236, 576416.3441978456 156543.4259472783, 576446.4186153184 156512.2687245597, 576487.3802450894 156530.674128055, 576476.1559641835 156447.4083906166, 576401.836919967 156393.5251116753, 576373.8186426543 156319.4512801846, 576402.3604356152 156295.8648093998, 576438.8123710022 156289.4098193429, 576604.4356212126 156223.7317352719, 576639.6703114093 156185.5455189694, 576624.0341708373 156148.9715476838, 576688.0339812874 156116.9719140072, 576690.1226443294 156049.6185815253, 576680.0507317161 156030.9701774749, 576725.0410544422 156012.9740319208, 576690.7973695828 155967.4793007375, 576588.0519833687 155972.9763191938, 576405.6835980037 156018.039499964, 576347.0878468032 156034.7704448234, 576335.4673173244 156035.5375040777, 576127.1562436481 155998.6970627295, 576033.4516291864 155976.074441333, 575986.8710139965 156195.3018237111, 575981.6415223606 156214.4512437831, 576085.1122945882 156220.8245233294, 576136.2680512876 156197.747962282, 576281.559294397 156324.5525282123, 576152.9308704827 156472.0826423446, 576219.8529181969 156574.2834695756, 576270.5836501379 156564.0506714867))",44,55.4,32,45.5,51,68.6,22,30.8,6,8,16,20.8,45,57.6,22,35.2,26,33.9
23708,E01024353,Maidstone 002A,Maidstone 002A,619326.8657,4837.394753,"POLYGON ((577563.7565169296 157120.3622165292, 577536.5657683685 157073.8153722019, 577432.2909247151 157106.3748210144, 577410.4428770493 157037.8508251899, 577485.70245844 157003.1550545148, 577463.6245338792 156947.3892022512, 577418.5098518149 156951.7598971529, 577410.1838645797 156899.2927496556, 577325.2119985204 156886.2472004642, 577289.8232730081 156822.4364879465, 577232.4895253684 156827.9600943367, 577224.6982736751 156777.2885714713, 577229.6859907538 156736.106019956, 577298.7858419386 156751.0981474272, 577286.0134569036 156718.4163875771, 577308.4464043364 156649.5690411275, 577289.7918572166 156622.6982557679, 577234.8198869425 156634.706084044, 577208.7533956651 156583.1026246324, 577157.3229872198 156599.8344170638, 577138.2130318608 156511.6545513971, 577176.048012236 156492.4767169725, 577148.7912263391 156406.8308821806, 577083.1120919707 156430.1628260141, 577052.6685396238 156373.3318122908, 576992.9655598397 156404.414585341, 576961.8153130898 156384.7150631124, 576994.4912744141 156355.1924108763, 576880.4638380882 156330.983497222, 576830.2889951167 156231.4678983191, 576816.2964532359 156233.351972692, 576786.0187329475 156245.9679366333, 576852.0032084883 156402.9641854863, 576812.0028968367 156425.9638492521, 576872.5083702713 156503.5811069585, 576800.9215962854 156569.4667898083, 576795.5054756335 156695.7810755202, 576705.8127346023 156737.7737616771, 576655.4008089856 156684.4818586089, 576635.157464129 156698.4745270645, 576717.0032745935 156835.1695566944, 576909.996616216 157041.9924231179, 576943.5490417755 157283.5585478611, 577015.6129195589 157710.5119254747, 577324.1433429562 157619.6834571898, 577293.2680121867 157499.9627310335, 577382.8196879214 157370.9673858727, 577505.2391619403 157323.774211425, 577614.1294043942 157233.4212022382, 577536.7369600105 157189.1768403598, 577563.7565169296 157120.3622165292))",44,56.7,31,44.1,50,67.2,23,32.5,6,9.3,16,22.5,45,58.9,21,33.9,26,35.1
23709,E01024354,Maidstone 002B,Maidstone 002B,254872.5033,3233.242498,"POLYGON ((577614.1294043942 157233.4212022382, 577763.5634155252 157062.9162225846, 577726.7069692793 157024.0393451747, 577650.7551780593 156902.8195194959, 577617.852427843 156726.9883538526, 577607.1205653724 156696.7493494327, 577513.2568412342 156548.2686478358, 577312.9094625614 156322.1968909143, 577293.2809480391 156239.9218093489, 577249.9984611977 156245.7361287765, 577246.4415926068 156274.6438484609, 577100.6507287832 156276.9079481502, 577119.6341213101 156342.1478991167, 577178.9970480201 156308.963951304, 577202.7685524881 156372.0970466854, 577148.7912263391 156406.8308821806, 577176.048012236 156492.4767169725, 577138.2130318608 156511.6545513971, 577157.3229872198 156599.8344170638, 577208.7533956651 156583.1026246324, 577234.8198869425 156634.706084044, 577289.7918572166 156622.6982557679, 577308.4464043364 156649.5690411275, 577286.0134569036 156718.4163875771, 577298.7858419386 156751.0981474272, 577229.6859907538 156736.106019956, 577224.6982736751 156777.2885714713, 577232.4895253684 156827.9600943367, 577289.8232730081 156822.4364879465, 577325.2119985204 156886.2472004642, 577410.1838645797 156899.2927496556, 577418.5098518149 156951.7598971529, 577463.6245338792 156947.3892022512, 577485.70245844 157003.1550545148, 577410.4428770493 157037.8508251899, 577432.2909247151 157106.3748210144, 577536.5657683685 157073.8153722019, 577563.7565169296 157120.3622165292, 577536.7369600105 157189.1768403598, 577614.1294043942 157233.4212022382))",45,57.1,31,44.5,51,67.6,23,32.9,7,9.7,17,22.9,46,59.3,21,34.3,27,35.5
23710,E01024355,Maidstone 002C,Maidstone 002C,243444.202,2754.22208,"POLYGON ((576490.4066873875 156720.0860776053, 576607.9129678481 156647.7968431079, 576635.157464129 156698.4745270645, 576655.4008089856 156684.4818586089, 576705.8127346023 156737.7737616771, 576795.5054756335 156695.7810755202, 576800.9215962854 156569.4667898083, 576872.5083702713 156503.5811069585, 576812.0028968367 156425.9638492521, 576852.0032084883 156402.9641854863, 576786.0187329475 156245.9679366333, 576816.2964532359 156233.351972692, 576763.024211755 156120.1910187054, 576764.3548653447 156051.7425934724, 576690.1226443294 156049.6185815253, 576688.0339812874 156116.9719140072, 576624.0341708373 156148.9715476838, 576639.6703114093 156185.5455189694, 576604.4356212126 156223.7317352719, 576438.8123710022 156289.4098193429, 576402.3604356152 156295.8648093998, 576373.8186426543 156319.4512801846, 576401.836919967 156393.5251116753, 576476.1559641835 156447.4083906166, 576487.3802450894 156530.674128055, 576446.4186153184 156512.2687245597, 576416.3441978456 156543.4259472783, 576369.4580990638 156499.0772854236, 576270.5836501379 156564.0506714867, 576219.8529181969 156574.2834695756, 576283.9049867893 156690.0190461196, 576317.4976418561 156757.5881154937, 576335.7741421554 156800.2449191702, 576347.3623283617 156826.9071794785, 576490.4066873875 156720.0860776053))",44,55.7,32,45.6,52,68.7,23,31.1,7,8.3,16,21.1,46,57.9,22,35.4,27,34.1
23711,E01024356,Maidstone 006C,Maidstone 006C,237600.6665,3156.897826,"POLYGON ((574927.6459925039 155309.1468336867, 574989.1193476666 155157.9703839249, 575125.5627911311 155167.1939323084, 575138.1203700475 155135.9730108988, 575187.7517542003 155127.6288716013, 575213.6787473179 155079.2010884823, 575171.9738396278 154992.3008325125, 575145.8120375684 155039.227678064, 575144.1226350296 155002.9724720722, 575048.262101241 154990.4636953298, 575076.4325730643 154936.4132400781, 574956.9407032153 154921.9320501933, 574964.5104893344 154980.4301040208, 574891.427996911 154974.9067760733, 574772.785178035 154884.6255331181, 574793.4065585732 154746.2299703601, 574737.9194895393 154685.6283965385, 574665.082027456 154841.729286598, 574570.1346188338 154771.6130425144, 574500.7367993178 154818.0574819532, 574453.4942994544 154799.2375757458, 574361.2204625019 154875.9543426982, 574310.414165438 154827.1573467174, 574287.2816016558 154807.0014645179, 574203.3562315264 154868.8684153539, 574283.3735121961 154973.4767489462, 574377.9452249197 154918.7922516198, 574433.5999308783 154941.3515893152, 574468.5171619481 155026.925574785, 574582.3427503223 155034.6026260422, 574562.7470279888 155107.3474160001, 574855.2012871227 155274.805324509, 574915.0470212592 155305.1685771013, 574927.6459925039 155309.1468336867))",46,57.1,35,48.3,55,71.4,25,32.5,3,2.9,18,22.5,47,59.3,25,38.1,21,23.2
23712,E01024357,Maidstone 008A,Maidstone 008A,177108.8891,3399.415631,"POLYGON ((574562.7470279888 155107.3474160001, 574582.3427503223 155034.6026260422, 574468.5171619481 155026.925574785, 574433.5999308783 154941.3515893152, 574377.9452249197 154918.7922516198, 574283.3735121961 154973.4767489462, 574203.3562315264 154868.8684153539, 574287.2816016558 154807.0014645179, 574271.7289392805 154770.6036781025, 574187.2830435471 154709.4746231115, 574169.467057532 154730.0472535712, 574151.9213888271 154694.992447676, 574075.6305637185 154792.8898998083, 574043.3929159852 154775.6357899329, 574101.7143098697 154662.1846939647, 574141.4086064752 154642.9657248235, 574087.8972572681 154591.5747497578, 574034.4306029899 154596.6112136497, 573986.5448556908 154751.7708927668, 573909.8909935851 154766.0516644248, 573839.713730818 154822.7408865487, 573960.5793797759 154905.4681730928, 573987.3945007849 154885.4868654229, 574005.2941922446 154922.1006842712, 574011.875690016 154965.7431685773, 573959.8089728317 154960.7055147924, 573783.1094864812 154948.9399062441, 573744.1083389649 154897.9383834062, 573697.1080587097 154927.9370854042, 573654.6853080677 154913.6456790309, 573626.7482794847 154951.9389891722, 573674.2968695565 154974.7985542889, 573676.1046907972 155029.9427703451, 573682.7607759216 155032.0879853444, 573979.9938986353 155041.220336312, 574145.5721139988 155062.8145776987, 574231.1153575259 155053.6302447506, 574371.0900581563 155101.3887130604, 574562.7470279888 155107.3474160001))",45,55.2,36,49,56,72,25,33.1,3,2,19,23.1,47,57.4,26,38.7,20,22.2
23713,E01024358,Maidstone 008B,Maidstone 008B,978445.7857,6088.105464,"POLYGON ((573626.7482794847 154951.9389891722, 573654.6853080677 154913.6456790309, 573697.1080587097 154927.9370854042, 573744.1083389649 154897.9383834062, 573783.1094864812 154948.9399062441, 573959.8089728317 154960.7055147924, 574011.875690016 154965.7431685773, 574005.2941922446 154922.1006842712, 573987.3945007849 154885.4868654229, 573960.5793797759 154905.4681730928, 573839.713730818 154822.7408865487, 573909.8909935851 154766.0516644248, 573946.0738651633 154715.3474176482, 573928.6234902535 154703.8788148992, 573767.4876614658 154815.3566225786, 573738.3573086507 154735.8122710536, 573654.975288108 154744.7157900202, 573647.9438675053 154633.9619974363, 573690.1037385244 154575.9349387436, 573638.1027186087 154548.9332672454, 573662.5958199431 154446.4394494124, 573693.1543211289 154203.885035397, 573912.0648010443 154171.3358342766, 574348.4020085511 153976.5108940116, 574311.5423908758 153965.7138333068, 574061.1002429589 153892.7527517081, 573539.2779532862 153578.9579330706, 573482.4652209588 153661.1749322591, 573417.7146799858 153683.0174441461, 573345.4032824927 153815.4841233304, 573080.2740239712 153914.4657084559, 572942.7077661338 154002.9797350101, 572938.959029677 154033.1367790147, 572845.1449745605 154048.2140092874, 572860.8881261565 154115.116318071, 572920.9625578762 154371.6684835742, 572759.5840480172 154404.7922205377, 572751.7725011299 154460.4483031371, 572996.0444399586 154547.541547359, 573119.2284281917 154631.2597624057, 573123.1295566109 154634.060801, 573225.4439349398 154707.7398078867, 573320.1011092018 154774.9587005898, 573608.142905443 154983.2034972045, 573645.5193351385 155010.0637522468, 573676.1046907972 155029.9427703451, 573674.2968695565 154974.7985542889, 573626.7482794847 154951.9389891722))",44,54.6,37,49.7,56,72.7,24,38.4,2,1.3,19,24,46,56.8,27,39.4,20,21.6
23714,E01024360,Maidstone 009A,Maidstone 009A,625859.0048,4128.21232,"POLYGON ((574361.2204625019 154875.9543426982, 574453.4942994544 154799.2375757458, 574500.7367993178 154818.0574819532, 574570.1346188338 154771.6130425144, 574665.082027456 154841.729286598, 574737.9194895393 154685.6283965385, 574695.3996497265 154637.2482233198, 574682.1752242241 154608.9547083091, 574637.4507934924 154513.5620425804, 574603.9140814759 154470.79318373, 574504.6711663521 154114.6556508442, 574348.4020085511 153976.5108940116, 573912.0648010443 154171.3358342766, 573693.1543211289 154203.885035397, 573662.5958199431 154446.4394494124, 573638.1027186087 154548.9332672454, 573690.1037385244 154575.9349387436, 573647.9438675053 154633.9619974363, 573654.975288108 154744.7157900202, 573738.3573086507 154735.8122710536, 573767.4876614658 154815.3566225786, 573928.6234902535 154703.8788148992, 573946.0738651633 154715.3474176482, 573909.8909935851 154766.0516644248, 573986.5448556908 154751.7708927668, 574034.4306029899 154596.6112136497, 574087.8972572681 154591.5747497578, 574141.4086064752 154642.9657248235, 574101.7143098697 154662.1846939647, 574043.3929159852 154775.6357899329, 574075.6305637185 154792.8898998083, 574151.9213888271 154694.992447676, 574169.467057532 154730.0472535712, 574187.2830435471 154709.4746231115, 574271.7289392805 154770.6036781025, 574287.2816016558 154807.0014645179, 574310.414165438 154827.1573467174, 574361.2204625019 154875.9543426982))",45,55.5,36,49.1,56,72.2,25,39.3,3,2.2,19,23.3,47,57.7,26,38.9,21,22.4
23715,E01024361,Maidstone 011A,Maidstone 011A,1964471.569,10744.41369,"POLYGON ((589033.1476818569 153671.0542780999, 588898.144803547 153284.0487218427, 589371.1448517167 153150.0485918782, 589223.8994088583 152833.8848533099, 589524.343953388 152972.9087332867, 589816.7168105164 152717.8180713133, 590101.9827565982 152620.1901034958, 590278.8468391837 152578.4237354091, 590446.9632660062 152439.332239757, 590265.9359626101 152293.2983969817, 590199.5064248706 152230.165602865, 590070.1388322621 152177.0378672894, 589969.7440268728 152237.3364921361, 589917.7699720191 152244.4735326708, 589870.2446677425 152211.4111004151, 589875.0969735226 152257.6096525264, 589765.0629663304 152289.9249454478, 589754.8867663173 152261.7526014427, 589691.3066534605 152263.4645689413, 589624.8569070089 152166.6073538013, 589569.6857851301 152164.5822732199, 589547.6554468792 152275.3285769986, 589426.2507343984 152358.262443939, 589325.1385144455 152198.0374224699, 589226.1386553816 152251.0379534051, 589138.1379724885 152171.0369065787, 589166.3808740696 152146.7476457483, 589234.5513908709 152206.8134337202, 589383.0412069521 152131.6936886432, 589395.7298751589 152075.5980306746, 589453.6211906339 152107.2114679083, 589542.7517284532 152006.9663584531, 589545.4578744832 152029.0686258111, 589634.315022721 152024.8886651226, 589639.0688362081 151994.1743018108, 589710.2748611351 151976.8811632388, 589765.0521731363 151852.931738594, 589640.4294507883 151933.2305733188, 589587.7869295116 151867.5267339913, 589608.1888345483 151846.309500188, 589484.3136615232 151702.0366908947, 589398.0057061296 151735.0839874505, 589415.1358823383 151757.0322569481, 589190.6549515539 151836.6019671456, 589187.6388028377 151814.1226957344, 589170.9302929315 151740.2088207188, 589076.3716463859 151669.6739247863, 588762.0755052899 151742.711435073, 588655.281284202 151897.9481545923, 588609.1147233738 152139.5439800873, 588714.5699502541 152300.0110005943, 588720.6675462406 152392.0611029684, 588968.7202332724 152579.8566070188, 588654.1404235347 152708.0427899769, 588193.981321417 152685.8680725134, 588282.4407375726 152869.9443237839, 588378.3304829228 153098.3441040011, 588565.2695250103 153343.2371438127, 588618.4525413169 153329.5530255752, 588680.9583276385 153427.1452135186, 588701.6478187195 153803.5555810427, 588824.0398142971 154083.0588648435, 588879.1496600902 154040.058407224, 588991.1498290165 154030.0583642752, 589059.149633348 153976.0577889972, 589022.1483807416 153787.0555999122, 589033.1476818569 153671.0542780999))",53,69.3,28,30.7,52,61.7,32,45.1,16,21.9,26,35.1,55,71.5,18,21.1,36,47.7
23716,E01024362,Maidstone 011B,Maidstone 011B,21531526.88,33071.96379,"POLYGON ((590737.8437062618 154353.3601261498, 591313.0301497187 154098.5606760114, 591365.5775630441 154146.8392859157, 591395.9671881165 153923.6526938927, 591215.965174914 153670.9616286532, 591369.1521876897 153481.1006302763, 591457.1511753239 153452.959382518, 591703.5242722945 153246.9102722242, 591990.7749820909 153111.9249665693, 592188.2132123724 153068.6905794172, 592469.464030384 153079.3468331103, 592657.9622170193 153187.6431820134, 592729.5601004763 153139.3626537787, 592855.2153461488 152963.7046405863, 593035.8391756475 152853.5473905916, 593124.1617137311 152758.0734069252, 593029.8380008703 152685.4985255999, 593103.8371780453 152538.1059283617, 593329.7664816132 152387.9425384488, 593502.4544695455 152345.8412445598, 593508.022032164 152121.8366075527, 593651.4593139914 151966.8348336358, 593815.8339742862 151868.8337529501, 594012.4580896585 151683.0037179759, 593665.1420275782 151338.8745311969, 593595.2658900855 151194.1227845571, 593482.6398392246 151074.7302797394, 593222.5762819462 150913.8221743945, 592907.5124075206 150877.4614542344, 592831.3249334797 150825.1177910413, 592740.5102625048 150579.0209407146, 592661.6396136729 150498.4959586301, 592502.7008064978 150253.0620469663, 592466.8222998918 150181.2192053854, 592226.632404547 150281.81408922, 592185.6308060734 150031.3122401795, 592126.1928439902 149906.8567977725, 592082.0665933553 149883.157494123, 591782.7528860811 149741.401661624, 591734.8144095116 149535.195327799, 591766.5008991468 149445.7413641335, 591899.6260082726 149414.4131447424, 591969.8133751433 149295.1148930867, 591945.6248200128 149220.2080401693, 591682.9289889502 149032.7036417278, 591494.7473923904 149004.6431164618, 591472.872606625 149042.7825474794, 591441.2474168511 149025.0013037809, 591336.1228061568 149118.0032782295, 591249.1227927428 149146.7065102622, 591104.1224065687 149136.472245461, 591050.8720222414 149092.8616987237, 590731.2433588363 149094.8493990933, 590702.746279384 149091.2523302408, 590602.3088160886 149048.6107403991, 590467.4957030378 149074.8929120324, 590358.4344632333 149239.5507202734, 590350.2469659981 149326.6137256879, 590180.2482776565 149605.0078498943, 590202.6837545037 150006.2315556206, 590116.8159257978 150345.5164477266, 590002.2535086052 150463.5017480945, 589686.5393111714 150672.4269567864, 589407.1291860946 150736.7235285102, 589342.644198928 150613.0750714487, 589053.187506714 150164.2657502556, 588796.7469183605 149860.3690773373, 588673.4967109864 149867.9630963657, 588585.1209104476 149772.0088843393, 588523.1207394281 149765.3527517081, 588391.5591705064 149873.5258933804, 588296.2398799015 150006.2053290884, 588230.4961977606 149926.4163120804, 587852.2445588299 149791.7272427015, 587431.8081123326 150002.9942522947, 587363.9938858245 149842.2112043248, 587321.1186364813 149814.898872937, 586970.3062797075 149865.9142745491, 586970.3055484595 149740.1318475642, 586828.8034949421 149413.8001327875, 586767.1155356556 149437.5033693183, 586460.2407972179 149578.8487911658, 586395.3708055235 149803.2312361303, 586371.6176695921 149958.681076454, 586445.1189441178 150143.1053537187, 586521.4938982 150270.5099501969, 586611.8058798617 150234.3165704496, 586596.683720467 150374.5142676872, 586550.8090908765 150451.8141754126, 586522.9982313546 150805.5184156482, 586602.1204564294 150960.7602323926, 586679.3134095782 151076.3196011142, 586684.9392905041 151209.9151100844, 586838.9417902371 151538.1369421167, 587181.4433908816 151965.4310588543, 587217.8240761603 151905.2374091381, 587340.9397206975 151960.2361139313, 587361.9459186202 151983.0333818096, 587310.1351067199 152029.6288745282, 587440.4471008511 152136.0351529778, 587471.7548317623 152084.1385865995, 587511.3219528759 152088.9406654366, 587530.0091611494 152114.3319648784, 587469.5093366452 152162.03546581, 587578.7602695698 152267.3337351716, 587623.2568561237 152188.6348700614, 587678.5940054734 152192.4819508858, 587971.1365626128 152332.1467623356, 587993.2602739806 152435.0279730292, 588083.7573330926 152413.2437894757, 588208.4509069771 152460.0394334544, 588287.7637358264 152562.7437055567, 588193.981321417 152685.8680725134, 588654.1404235347 152708.0427899769, 588968.7202332724 152579.8566070188, 588720.6675462406 152392.0611029684, 588714.5699502541 152300.0110005943, 588609.1147233738 152139.5439800873, 588655.281284202 151897.9481545923, 588762.0755052899 151742.711435073, 589076.3716463859 151669.6739247863, 589170.9302929315 151740.2088207188, 589187.6388028377 151814.1226957344, 589190.6549515539 151836.6019671456, 589415.1358823383 151757.0322569481, 589398.0057061296 151735.0839874505, 589484.3136615232 151702.0366908947, 589608.1888345483 151846.309500188, 589587.7869295116 151867.5267339913, 589640.4294507883 151933.2305733188, 589765.0521731363 151852.931738594, 589710.2748611351 151976.8811632388, 589639.0688362081 151994.1743018108, 589634.315022721 152024.8886651226, 589545.4578744832 152029.0686258111, 589542.7517284532 152006.9663584531, 589453.6211906339 152107.2114679083, 589395.7298751589 152075.5980306746, 589383.0412069521 152131.6936886432, 589234.5513908709 152206.8134337202, 589166.3808740696 152146.7476457483, 589138.1379724885 152171.0369065787, 589226.1386553816 152251.0379534051, 589325.1385144455 152198.0374224699, 589426.2507343984 152358.262443939, 589547.6554468792 152275.3285769986, 589569.6857851301 152164.5822732199, 589624.8569070089 152166.6073538013, 589691.3066534605 152263.4645689413, 589754.8867663173 152261.7526014427, 589765.0629663304 152289.9249454478, 589875.0969735226 152257.6096525264, 589870.2446677425 152211.4111004151, 589917.7699720191 152244.4735326708, 589969.7440268728 152237.3364921361, 590070.1388322621 152177.0378672894, 590199.5064248706 152230.165602865, 590265.9359626101 152293.2983969817, 590446.9632660062 152439.332239757, 590278.8468391837 152578.4237354091, 590101.9827565982 152620.1901034958, 589816.7168105164 152717.8180713133, 589524.343953388 152972.9087332867, 589223.8994088583 152833.8848533099, 589371.1448517167 153150.0485918782, 588898.144803547 153284.0487218427, 589033.1476818569 153671.0542780999, 589022.1483807416 153787.0555999122, 589059.149633348 153976.0577889972, 588991.1498290165 154030.0583642752, 588879.1496600902 154040.058407224, 588824.0398142971 154083.0588648435, 588926.8452883693 154285.6582527373, 589078.1514679287 154425.2349473875, 590502.4684258589 154390.7664103984, 590737.8437062618 154353.3601261498))",53,69.5,28,31,52,61.9,32,45.2,16,22.1,26,35.2,55,71.7,19,21.4,35,47.9
23717,E01024363,Maidstone 011C,Maidstone 011C,10263901.67,17774.01818,"POLYGON ((587262.842674816 155348.1664908537, 587554.8921198883 155026.5909409358, 587883.2787570951 155315.1643670047, 587948.3434200794 155243.6185815791, 587982.9677069249 155124.7732480879, 588051.967570967 155081.5697884779, 588115.9649087149 154959.8744388497, 588444.4067392461 155284.9003150572, 588479.4697353151 155273.2752192407, 588778.7804309875 154979.3811355733, 588677.029798709 154914.2713013318, 588771.0921257202 154781.6138509238, 588695.0296795835 154736.9572814709, 588842.3405726306 154519.5168805601, 588876.0361075228 154592.6537435683, 589078.1514679287 154425.2349473875, 588926.8452883693 154285.6582527373, 588824.0398142971 154083.0588648435, 588701.6478187195 153803.5555810427, 588680.9583276385 153427.1452135186, 588618.4525413169 153329.5530255752, 588565.2695250103 153343.2371438127, 588378.3304829228 153098.3441040011, 588282.4407375726 152869.9443237839, 588193.981321417 152685.8680725134, 588287.7637358264 152562.7437055567, 588208.4509069771 152460.0394334544, 588083.7573330926 152413.2437894757, 587993.2602739806 152435.0279730292, 587971.1365626128 152332.1467623356, 587678.5940054734 152192.4819508858, 587623.2568561237 152188.6348700614, 587578.7602695698 152267.3337351716, 587469.5093366452 152162.03546581, 587530.0091611494 152114.3319648784, 587511.3219528759 152088.9406654366, 587471.7548317623 152084.1385865995, 587440.4471008511 152136.0351529778, 587310.1351067199 152029.6288745282, 587361.9459186202 151983.0333818096, 587340.9397206975 151960.2361139313, 587217.8240761603 151905.2374091381, 587181.4433908816 151965.4310588543, 586838.9417902371 151538.1369421167, 586684.9392905041 151209.9151100844, 586679.3134095782 151076.3196011142, 586602.1204564294 150960.7602323926, 586522.9982313546 150805.5184156482, 586550.8090908765 150451.8141754126, 585758.6190680349 150363.5134674166, 585487.4324045412 150488.9207054583, 585469.0576966704 150543.9993371216, 585556.3715085227 150824.5807205406, 585499.9354598094 150987.6145713862, 585378.9359937483 151102.4128175738, 585352.4986355876 151211.0540757971, 585551.9374553892 151287.3211057668, 585699.1270398182 151494.1045901447, 586027.005457162 152060.2363184502, 585940.945686611 152118.3599397277, 586069.2548759647 152254.4866231289, 585921.320591318 152402.6152361245, 585846.2584010353 152544.0388141683, 585760.4466015541 152601.3363943481, 585779.2589131676 152645.0399140835, 585732.1340627461 152685.5403246695, 585395.3225790118 152725.3373594097, 585093.9466140228 152838.2441319191, 584932.8208739414 152777.0401912209, 584775.2521952521 152919.5361014691, 584875.4469875284 152991.8538034267, 585054.2544701934 153319.4540081971, 585159.94951667 153451.0786365081, 585448.8271559728 153613.2529409318, 585633.9526492801 153622.6446018415, 585774.6410729717 153797.849834172, 586209.0278010437 154062.7279947552, 586284.333190731 154253.2622165493, 586434.6464569251 154399.5610016884, 586502.3354227128 154526.062470411, 586608.0230909436 154593.0162880805, 586567.6500783146 154909.566689108, 586733.2780981632 155305.8682690742, 586819.4630430894 155415.1766216806, 587091.904834106 155429.8852501288, 587262.842674816 155348.1664908537))",51,67,30,33.1,57,77.5,30,42.7,13,19.6,23,32.7,52,69.2,22,33.6,33,45.4
